index,gender,car,reality,income_type,edu_type,family_type,house_type,occyp_type,family_size,age,work_year,use_month,income_total,credit
6748,1,0,0,Working,Secondary / secondary special,Single / not married,Co-op apartment,Cooking staff,1,22,4,38,108000.0,2.0
6749,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,28,3,47,126000.0,2.0
6750,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Managers,2,50,7,42,225000.0,2.0
6751,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,5,27,10,38,180000.0,2.0
6752,1,1,1,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,2,46,1,25,202500.0,2.0
6753,0,0,0,Working,Incomplete higher,Single / not married,With parents,Medicine staff,1,26,4,3,315000.0,1.0
6754,0,0,1,Working,Higher education,Married,House / apartment,Laborers,3,30,3,11,121500.0,2.0
6755,0,0,0,Commercial associate,Higher education,Married,House / apartment,Sales staff,2,37,6,13,450000.0,2.0
6756,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,35,3,25,67500.0,1.0
6757,0,1,0,Working,Higher education,Married,With parents,Secretaries,3,30,6,38,225000.0,1.0
6758,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,40,2,1,225000.0,1.0
6759,0,0,1,State servant,Higher education,Married,House / apartment,Laborers,2,25,2,10,157500.0,2.0
6760,0,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,65,0,19,270000.0,1.0
6761,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,34,4,17,121500.0,2.0
6762,0,0,0,Working,Higher education,Married,House / apartment,Managers,2,38,21,19,247500.0,2.0
6763,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,48,24,3,180000.0,1.0
6764,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,63,0,44,90000.0,2.0
6765,1,1,1,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,2,40,21,43,360000.0,2.0
6766,0,0,0,Working,Higher education,Civil marriage,House / apartment,Core staff,2,41,15,38,202500.0,0.0
6767,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,38,11,31,112500.0,2.0
6768,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,36,5,9,135000.0,2.0
6769,0,0,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,56,0,13,351000.0,2.0
6770,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Realty agents,3,28,10,29,225000.0,2.0
6771,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,34,14,42,40500.0,2.0
6772,0,0,0,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,2,52,2,14,90000.0,2.0
6773,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,53,12,25,315000.0,2.0
6774,1,1,0,Working,Higher education,Married,House / apartment,Laborers,2,57,13,16,267750.0,2.0
6775,0,1,1,Working,Higher education,Married,House / apartment,Laborers,3,33,2,30,135000.0,2.0
6776,1,1,1,Working,Secondary / secondary special,Married,Rented apartment,Laborers,2,46,3,8,292500.0,0.0
6777,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,30,1,28,112500.0,2.0
6778,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,56,5,3,180000.0,1.0
6779,0,0,1,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,1,43,14,33,112500.0,2.0
6780,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,Core staff,2,53,15,41,90000.0,2.0
6781,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,51,6,9,585000.0,0.0
6782,0,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,Medicine staff,2,35,5,44,135000.0,2.0
6783,0,0,0,Pensioner,Higher education,Single / not married,House / apartment,Unoccupied,1,58,0,33,180000.0,2.0
6784,0,0,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,Cooking staff,1,50,7,32,135000.0,1.0
6785,1,1,1,Commercial associate,Lower secondary,Married,House / apartment,Laborers,2,50,22,10,202500.0,2.0
6786,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,49,7,12,247500.0,1.0
6787,1,0,1,Commercial associate,Higher education,Married,House / apartment,Managers,2,59,3,7,112500.0,2.0
6788,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,53,4,33,67500.0,2.0
6789,0,0,0,Working,Higher education,Married,House / apartment,Core staff,2,40,19,41,207000.0,1.0
6790,1,1,0,Working,Secondary / secondary special,Single / not married,With parents,Core staff,1,31,10,42,337500.0,1.0
6791,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,47,7,24,135000.0,2.0
6792,1,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,37,4,21,135000.0,2.0
6793,0,0,0,State servant,Secondary / secondary special,Single / not married,Rented apartment,Medicine staff,2,26,2,28,171261.0,2.0
6794,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,45,6,10,180000.0,2.0
6795,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,49,2,33,405000.0,0.0
6796,0,0,1,Pensioner,Incomplete higher,Widow,House / apartment,Unoccupied,1,59,0,55,189000.0,2.0
6797,0,0,1,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Unoccupied,2,57,0,0,135000.0,1.0
6798,1,0,1,Commercial associate,Higher education,Married,House / apartment,Managers,3,36,12,40,616500.0,2.0
6799,1,1,1,Working,Incomplete higher,Married,House / apartment,Laborers,2,34,15,4,135000.0,0.0
6800,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,54,19,51,225000.0,2.0
6801,1,1,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,4,35,14,32,180000.0,2.0
6802,0,0,0,Working,Higher education,Separated,House / apartment,Core staff,1,59,5,3,90000.0,1.0
6803,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,52,32,32,180000.0,2.0
6804,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,46,2,10,135000.0,2.0
6805,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,40,11,34,135000.0,0.0
6806,0,0,1,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,49,28,32,270000.0,1.0
6807,0,1,1,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,50,6,29,126000.0,2.0
6808,0,0,0,Working,Secondary / secondary special,Widow,Co-op apartment,Core staff,1,54,2,36,135000.0,2.0
6809,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,42,2,10,99000.0,1.0
6810,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,28,1,37,90000.0,1.0
6811,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,62,0,32,99000.0,0.0
6812,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,36,10,56,292500.0,2.0
6813,0,1,1,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,2,56,11,41,180000.0,2.0
6814,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Secretaries,2,54,22,40,180000.0,2.0
6815,1,1,0,Working,Higher education,Married,House / apartment,Core staff,3,26,2,31,450000.0,2.0
6816,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,30,3,8,225000.0,2.0
6817,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,57,7,38,99000.0,2.0
6818,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,46,16,26,135000.0,1.0
6819,0,0,1,Commercial associate,Higher education,Married,House / apartment,Managers,4,34,5,45,126000.0,2.0
6820,1,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,63,0,8,135000.0,0.0
6821,0,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,65,0,2,76500.0,1.0
6822,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,43,9,32,135000.0,2.0
6823,0,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,66,0,57,270000.0,1.0
6824,1,1,0,Working,Higher education,Married,House / apartment,Laborers,2,42,6,21,135000.0,2.0
6825,0,1,0,Commercial associate,Secondary / secondary special,Married,Office apartment,Accountants,3,39,8,26,112500.0,0.0
6826,0,0,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,62,0,52,225000.0,2.0
6827,0,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,Managers,2,42,3,23,157500.0,2.0
6828,0,0,1,Working,Higher education,Single / not married,House / apartment,Laborers,1,60,30,35,157500.0,1.0
6829,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,64,0,38,67500.0,2.0
6830,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,31,5,20,135000.0,0.0
6831,0,0,0,Commercial associate,Higher education,Married,With parents,Core staff,2,42,2,54,135000.0,1.0
6832,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,60,1,18,135000.0,1.0
6833,1,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,4,47,2,16,270000.0,2.0
6834,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,31,7,1,135000.0,1.0
6835,1,0,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,3,34,6,25,126000.0,2.0
6836,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Cleaning staff,1,55,4,49,315000.0,2.0
6837,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,37,17,7,180000.0,2.0
6838,1,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,41,5,15,180000.0,2.0
6839,1,1,1,Working,Secondary / secondary special,Single / not married,House / apartment,Waiters/barmen staff,1,32,1,9,225000.0,2.0
6840,0,0,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,4,37,7,21,112500.0,2.0
6841,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,53,3,17,112500.0,2.0
6842,0,0,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,41,10,56,315000.0,2.0
6843,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Private service staff,1,37,4,42,247500.0,2.0
6844,1,1,1,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,1,27,3,37,247500.0,2.0
6845,0,0,0,Working,Higher education,Single / not married,House / apartment,Laborers,1,32,2,54,202500.0,1.0
6846,0,0,0,Working,Higher education,Single / not married,House / apartment,Accountants,2,32,6,7,157500.0,2.0
6847,0,0,1,Commercial associate,Incomplete higher,Married,House / apartment,Realty agents,2,48,7,24,315000.0,2.0
6848,1,1,1,Working,Secondary / secondary special,Married,With parents,Laborers,3,28,7,26,121500.0,2.0
6849,0,0,0,Commercial associate,Higher education,Married,With parents,Core staff,3,33,9,18,112500.0,2.0
6850,1,1,0,Working,Lower secondary,Separated,With parents,Drivers,4,37,5,1,90000.0,1.0
6851,0,0,1,Working,Secondary / secondary special,Widow,House / apartment,Security staff,1,55,12,26,114750.0,1.0
6852,1,1,1,Working,Higher education,Married,House / apartment,Managers,4,36,7,24,180000.0,2.0
6853,1,0,1,Working,Higher education,Married,House / apartment,Laborers,2,43,14,30,405000.0,0.0
6854,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,6,144000.0,0.0
6855,1,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,49,11,3,135000.0,1.0
6856,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,40,2,19,180000.0,2.0
6857,0,0,1,State servant,Higher education,Married,Municipal apartment,Accountants,2,61,13,27,112500.0,2.0
6858,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,31,6,31,90000.0,0.0
6859,0,1,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Unoccupied,2,59,0,21,117000.0,2.0
6860,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,32,8,17,144000.0,2.0
6861,1,1,1,Working,Higher education,Married,House / apartment,Laborers,4,37,1,51,315000.0,1.0
6862,0,0,1,Pensioner,Higher education,Single / not married,Municipal apartment,Unoccupied,1,64,0,35,67500.0,1.0
6863,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff,1,43,3,54,126000.0,2.0
6864,0,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,62,0,49,252000.0,2.0
6865,1,1,0,Working,Higher education,Married,House / apartment,Drivers,4,32,2,33,202500.0,2.0
6866,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,33,1,3,153000.0,1.0
6867,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,54,0,10,112500.0,1.0
6868,0,1,0,Working,Higher education,Civil marriage,House / apartment,Core staff,3,37,3,24,225000.0,2.0
6869,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,40,3,38,265500.0,1.0
6870,1,0,1,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,2,42,11,8,225000.0,1.0
6871,1,1,0,Commercial associate,Secondary / secondary special,Separated,With parents,Drivers,1,28,2,6,360000.0,2.0
6872,1,1,1,Working,Higher education,Married,House / apartment,Drivers,4,36,3,46,225000.0,2.0
6873,1,0,1,Working,Secondary / secondary special,Single / not married,With parents,Drivers,1,31,3,10,135000.0,0.0
6874,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,64,0,7,112500.0,2.0
6875,0,0,1,Commercial associate,Higher education,Married,House / apartment,Core staff,3,26,8,50,135000.0,2.0
6876,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,41,5,15,144000.0,2.0
6877,0,0,1,Working,Higher education,Widow,House / apartment,Sales staff,1,56,16,48,225000.0,2.0
6878,0,0,0,Working,Incomplete higher,Married,House / apartment,Laborers,2,53,6,1,180000.0,1.0
6879,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,33,4,30,157500.0,2.0
6880,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,58,8,39,180000.0,1.0
6881,0,0,0,State servant,Higher education,Married,House / apartment,Laborers,2,37,8,27,90000.0,0.0
6882,0,0,1,Working,Higher education,Single / not married,House / apartment,Managers,1,64,10,20,270000.0,0.0
6883,1,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,54,0,10,99000.0,2.0
6884,1,0,1,State servant,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,39,7,27,216000.0,2.0
6885,0,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,62,0,13,252000.0,2.0
6886,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,3,38,1,56,202500.0,2.0
6887,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,61,0,0,157500.0,1.0
6888,1,1,1,Working,Higher education,Married,House / apartment,Laborers,2,29,8,38,315000.0,2.0
6889,0,0,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,47,4,10,225000.0,2.0
6890,0,0,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Unoccupied,2,47,0,26,202500.0,2.0
6891,0,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,3,45,8,57,225000.0,2.0
6892,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,66,0,9,112500.0,1.0
6893,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,48,24,2,180000.0,1.0
6894,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,47,5,5,211500.0,0.0
6895,0,0,1,Working,Higher education,Married,House / apartment,Laborers,2,33,5,10,67500.0,2.0
6896,0,0,0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,50,25,3,270000.0,1.0
6897,1,1,1,Working,Lower secondary,Married,With parents,Laborers,2,27,6,51,135000.0,2.0
6898,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,60,0,19,112500.0,2.0
6899,0,1,0,Working,Higher education,Civil marriage,House / apartment,Core staff,3,37,3,20,225000.0,0.0
